"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","detailed_logs","drop_prob","enable_wandb","gamma","hidden_dim","learning_rate","model","momentum","num_epochs","num_views","optimizer","patience","pooling","scheduler","seed","step_size","task_name","use_scheduler","view_index","dev_accuracy","dev_auroc","dev_f1_score","dev_loss","test_accuracy","test_auroc","test_f1_score","test_precision","test_recall","train_loss"
"silver-sweep-36","finished","-","","","2026-01-22T21:30:27.000Z","17","2287v01z","256","false","0.4672273956781031","true","0.8808588244592819","1024","0.0010166066393099537","VJEPA2_SSV2","0.9","175","1","SGD","3","max","step","56125","11","head_pose","no","0","0.7032967032967034","0.7719101123595506","0.5207100591715976","0.5363618150735513","0.7450980392156863","0.7753572429251891","0.5637583892617449","0.6363636363636364","0.5060240963855421","0.4197019869473926"
"treasured-sweep-119","finished","-","","","2026-01-22T21:30:26.000Z","17","8kymj26f","256","false","0.11907691020628268","true","0.8808588244592819","1024","0.0036446147506149873","ViViT","0.9","144","1","SGD","3","max","step","79069","11","extend_arm","yes","0","0.7549295774647887","0.776054011348129","0.5797101449275363","0.5230930378739262","0.7267267267267268","0.7314372557533652","0.4550898203592814","0.5507246376811594","0.3877551020408163","0.47859947841228107"
"cosmic-sweep-130","finished","-","","","2026-01-22T21:30:25.000Z","14","2ga080l9","256","false","0.1982669351896883","true","0.8808588244592819","512","0.0000730800735614777","VideoMAE","0.9","133","1","SGD","3","max","step","76204","11","eye_gaze","no","0","0.6555555555555556","0.6281513881295182","0","0.6383793102370368","0.68","0.5681617647058823","0","0","0","0.6420162238999811"
"stilted-sweep-139","finished","-","","","2026-01-22T21:30:25.000Z","14","8ncgwe7g","256","false","0.17458795485652034","true","0.8808588244592819","768","0.00010209675910051214","VJEPA2","0.9","80","1","SGD","3","mean","reduce","22862","11","facial_expression_surprise","yes","0","0.7067039106145251","0.6913488700564971","0.3930635838150289","0.5831693327626702","0.7522123893805309","0.741673640167364","0.4246575342465753","0.6739130434782609","0.31","0.5496798993936226"
"woven-sweep-25","finished","-","","","2026-01-22T21:30:24.000Z","13","kdhpwwbt","256","false","0.21813102280271857","true","0.8808588244592819","256","0.000030057094606379012","VideoMAE","0.9","40","1","AdamW","3","max","reduce","73696","11","nose_touch","no","0","0.6873156342182891","0.6198882500607337","0","0.6125037169034502","0.7227722772277227","0.6430745814307458","0","0","0","0.6082572637434672"
"devout-sweep-164","finished","-","","","2026-01-22T21:30:24.000Z","16","hhpm976u","256","false","0.2440245130977776","true","0.8808588244592819","768","0.0016674236242289382","TimeSformer","0.9","146","1","SGD","3","max","step","64250","11","facial_expression_disgust","yes","0","0.725","0.7635552146169671","0.49230769230769234","0.5348394181993272","0.7181008902077152","0.7399311965094815","0.4025157232704403","0.5517241379310345","0.31683168316831684","0.4819908973009613"
"vibrant-sweep-92","finished","-","","","2026-01-22T21:30:22.000Z","20","2s3khxvt","256","false","0.1101014798976189","true","0.8808588244592819","256","0.00003791162850505853","TimeSformer","0.9","160","1","SGD","3","mean","step","97357","11","finger_tapping","yes","0","0.5994475138121547","0.5577312163506053","0.2926829268292683","0.6782644292267647","0.6198830409356725","0.5299995937766584","0.29347826086956524","0.3333333333333333","0.2621359223300971","0.6926741017083555"
"major-sweep-4","finished","-","","","2026-01-22T21:30:19.000Z","11","gcl0d9ym","256","false","0.42127178771194806","true","0.8808588244592819","256","0.00009123549108236426","VideoPrism","0.9","188","1","SGD","3","mean","reduce","81446","11","reverse_count","no","0","0.6544117647058824","0.6114032990676547","0","0.6417529021992403","0.6745098039215687","0.6841552255533763","0","0","0","0.6402467036499215"
"fine-sweep-137","finished","-","","","2026-01-22T21:30:18.000Z","16","anpqbigc","256","false","0.41681757962636246","true","0.8808588244592819","256","0.00005803932776368484","VJEPA2_SSV2","0.9","34","1","SGD","3","max","reduce","37529","11","facial_expression_smile","no","0","0.6703296703296703","0.5639479745291966","0.1176470588235294","0.6383730356509869","0.6950146627565983","0.6174009352695053","0.01886792452830189","0.25","0.00980392156862745","0.6921576970668626"
"lemon-sweep-9","finished","-","","","2026-01-22T21:30:18.000Z","15","cz5xzmdg","256","false","0.4202986361416724","true","0.8808588244592819","256","0.00018917184340810464","ViViT","0.9","67","1","SGD","3","max","step","50364","11","resting_face","yes","0","0.5949367088607594","0.5403225806451613","0.746031746031746","0.6790971159934998","0.6","0.4555940023068051","0.75","0.6","1","0.6080580545758383"
"solar-sweep-83","finished","-","","","2026-01-22T21:30:12.000Z","17","jkvt5udi","256","false","0.11798888706447395","true","0.8808588244592819","768","0.000024392347356109014","ViViT","0.9","139","1","AdamW","3","max","reduce","96358","11","flip_palm","yes","0","0.7329376854599406","0.7458350264120277","0.5408163265306123","0.5628290807811726","0.7687296416938111","0.7934287228404876","0.5298013245033113","0.6060606060606061","0.4705882352941176","0.5563576142079029"
"golden-sweep-35","finished","-","","","2026-01-22T21:30:11.000Z","12","2287v01z","256","false","0.3147653524055303","true","0.8808588244592819","256","0.00006468703704068931","VideoMAE","0.9","35","1","AdamW","3","max","step","11434","11","head_pose","yes","0","0.6531365313653137","0.6416035581199664","0","0.6361963370629342","0.6814516129032258","0.6592764586922328","0","0","0","0.6318999223381556"
"volcanic-sweep-428","finished","-","","","2026-01-22T21:30:11.000Z","15","i4o2kxbt","256","false","0.3475868704743871","true","0.8808588244592819","1024","0.0002669832090857216","VideoMAE","0.9","67","1","SGD","3","max","step","77551","11","sustained_phonation_a","yes","0","0.5947955390334573","0.6396016617790812","0.5321888412017167","0.6897700446688996","0.5219123505976095","0.5151053013798113","0.4174757281553398","0.344","0.5308641975308642","0.6927993673722721"
"worldly-sweep-118","finished","-","","","2026-01-22T21:30:10.000Z","14","8kymj26f","256","false","0.4254276073091364","true","0.8808588244592819","768","0.000012126313754823977","TimeSformer","0.9","38","1","AdamW","3","mean","step","99203","11","extend_arm","no","0","0.7262569832402235","0.7707274011299434","0.5148514851485149","0.5796040882611407","0.7205882352941176","0.708601087493821","0.45714285714285713","0.547945205479452","0.392156862745098","0.6055791928661954"
"olive-sweep-129","finished","-","","","2026-01-22T21:30:09.000Z","10","2ga080l9","256","false","0.269319786045218","true","0.8808588244592819","768","0.000026207313996329847","VideoPrism","0.9","139","1","AdamW","3","max","reduce","46526","11","eye_gaze","no","0","0.7453874538745388","0.7670994109868975","0.5714285714285714","0.5561338962224137","0.7265625","0.7475083056478404","0.4615384615384616","0.6521739130434783","0.35714285714285715","0.5316039564562779"
"leafy-sweep-209","finished","-","","","2026-01-22T21:30:09.000Z","17","wlhk39r2","256","false","0.3816451426790243","true","0.8808588244592819","256","0.0034524005006642297","VideoMAEv2","0.9","177","1","SGD","3","mean","step","6104","11","sustained_phonation_e","no","0","0.7343173431734318","0.7813439115278279","0.6129032258064516","0.5381156799977996","0.7265625","0.7320736434108528","0.5333333333333333","0.6060606060606061","0.47619047619047616","0.43254984155473974"
"grateful-sweep-187","finished","-","","","2026-01-22T21:30:08.000Z","17","78wphc9r","256","false","0.3396649160699593","true","0.8808588244592819","768","0.00012257579532349807","VJEPA2_SSV2","0.9","80","1","SGD","3","max","reduce","44044","11","sustained_phonation_o","no","0","0.7011070110701108","0.7645750691188845","0.4635761589403974","0.5574703322125537","0.703125","0.6977436323366556","0.3870967741935484","0.6","0.2857142857142857","0.5389305151861387"
"restful-sweep-163","finished","-","","","2026-01-22T21:30:08.000Z","11","hhpm976u","256","false","0.224352260959992","true","0.8808588244592819","512","0.00005605546766628963","VideoPrism","0.9","152","1","SGD","3","max","reduce","60923","11","facial_expression_disgust","no","0","0.6694444444444444","0.6413403535688134","0","0.629195875591702","0.7020648967551623","0.6526749313586822","0","0","0","0.6298934498537218"
"zesty-sweep-14","finished","-","","","2026-01-22T21:30:06.000Z","22","0sape03p","256","false","0.4039801836052249","true","0.8808588244592819","256","0.0005138606973194871","VJEPA2_SSV2","0.9","93","1","SGD","3","mean","step","873","11","pangram_utterance","yes","0","0.6918918918918919","0.7320778037991152","0.5714285714285714","0.5784911262022482","0.7285714285714285","0.7837082950719314","0.5622119815668203","0.5596330275229358","0.5648148148148148","0.5451961557820159"
"rosy-sweep-17","finished","-","","","2026-01-22T21:30:06.000Z","28","9e65jeiq","256","false","0.21127996277654665","true","0.8808588244592819","1024","0.003749925357727655","VJEPA2_SSV2","0.9","177","1","SGD","3","mean","reduce","11334","11","open_fist","no","0","0.7558139534883721","0.8056332556332557","0.5625","0.486829444419506","0.7802547770700637","0.8142857142857144","0.543046357615894","0.6721311475409836","0.45555555555555555","0.4731289770980697"
"deft-sweep-138","finished","-","","","2026-01-22T21:30:04.000Z","18","8ncgwe7g","256","false","0.4496478697740841","true","0.8808588244592819","512","0.001878095853389469","TimeSformer","0.9","187","1","AdamW","3","mean","reduce","31465","11","facial_expression_surprise","no","0","0.7478991596638656","0.7685979717750515","0.5588235294117647","0.5283941825230917","0.757396449704142","0.7807563025210085","0.5060240963855421","0.6363636363636364","0.42","0.4763225085174468"
"sleek-sweep-24","finished","-","","","2026-01-22T21:30:03.000Z","17","kdhpwwbt","256","false","0.10693469730746148","true","0.8808588244592819","256","0.005102043974152736","ViViT","0.9","194","1","SGD","3","max","reduce","70400","11","nose_touch","no","0","0.7433628318584071","0.7634626285529192","0.5628140703517588","0.52655294528753","0.768976897689769","0.7778321374211785","0.4696969696969697","0.6458333333333334","0.369047619047619","0.421410519668603"
"solar-sweep-91","finished","-","","","2026-01-22T21:30:02.000Z","14","2s3khxvt","256","false","0.33839512678886396","true","0.8808588244592819","768","0.0007115517326078262","ViViT","0.9","69","1","AdamW","3","mean","step","59575","11","finger_tapping","yes","0","0.7333333333333333","0.7854340277777778","0.6390977443609023","0.5445104082425435","0.7245508982035929","0.7471030785195434","0.5490196078431373","0.5283018867924528","0.5714285714285714","0.4363944595196385"
"olive-sweep-136","finished","-","","","2026-01-22T21:30:02.000Z","13","anpqbigc","256","false","0.23767046900562383","true","0.8808588244592819","256","0.00003445597237099596","TimeSformer","0.9","26","1","SGD","3","max","reduce","76469","11","facial_expression_smile","yes","0","0.6666666666666666","0.4523958333333334","0.01639344262295082","0.6596206347147624","0.7","0.41440105453946285","0.019230769230769232","0.5","0.00980392156862745","0.7053859465022504"
"earthy-sweep-8","finished","-","","","2026-01-22T21:29:58.000Z","16","cz5xzmdg","256","false","0.46400640587961595","true","0.8808588244592819","768","0.000012025146721070283","VideoMAEv2","0.9","129","1","AdamW","3","max","reduce","3640","11","resting_face","no","0","0.6296296296296297","0.6982323232323233","0.7540983606557377","0.6279001235961914","0.6363636363636364","0.6533692722371968","0.7611940298507462","0.6296296296296297","0.9622641509433962","0.5045405439433561"
"rich-sweep-3","finished","-","","","2026-01-22T21:29:58.000Z","15","gcl0d9ym","256","false","0.31947972153423576","true","0.8808588244592819","768","0.0001572065462871511","VJEPA2","0.9","140","1","AdamW","3","mean","step","32521","11","reverse_count","yes","0","0.7095588235294118","0.7844848195075305","0.56353591160221","0.5430267172701219","0.7529411764705882","0.7710142897170076","0.5987261146496815","0.6351351351351351","0.5662650602409639","0.29664789358722327"
"upbeat-sweep-427","finished","-","","","2026-01-22T21:29:56.000Z","13","i4o2kxbt","256","false","0.4745283710249081","true","0.8808588244592819","1024","0.0030737523509581227","VideoMAE","0.9","57","1","AdamW","3","mean","step","68923","11","sustained_phonation_a","yes","0","0.654275092936803","0.6901270772238515","0.5181347150259067","0.61254177993115","0.6932270916334662","0.7345679012345678","0.5389221556886228","0.5232558139534884","0.5555555555555556","0.5247807696606349"
"generous-sweep-128","finished","-","","","2026-01-22T21:29:54.000Z","12","2ga080l9","256","false","0.25493675544849526","true","0.8808588244592819","768","0.00456818673961767","VideoMAEv2","0.9","30","1","AdamW","3","max","step","44624","11","eye_gaze","yes","0","0.6974169741697417","0.7197379492727491","0.47435897435897434","0.5803092124277375","0.71484375","0.7371954595791804","0.3865546218487395","0.6571428571428571","0.27380952380952384","0.5329118940565322"
"ethereal-sweep-208","finished","-","","","2026-01-22T21:29:54.000Z","12","wlhk39r2","256","false","0.4747119065376605","true","0.8808588244592819","768","0.000754953451714718","VJEPA2_SSV2","0.9","32","1","SGD","3","max","reduce","67728","11","sustained_phonation_e","no","0","0.6974169741697417","0.7292943863445126","0.47435897435897434","0.5721594662683916","0.703125","0.7098560354374308","0.4411764705882353","0.5769230769230769","0.35714285714285715","0.5073891982573608"
"resilient-sweep-186","finished","-","","","2026-01-22T21:29:53.000Z","13","78wphc9r","256","false","0.492894787295746","true","0.8808588244592819","512","0.00002267925145698534","VideoMAE","0.9","59","1","SGD","3","max","reduce","50017","11","sustained_phonation_o","no","0","0.6555555555555556","0.5523358240690116","0","0.6427379864233511","0.6747967479674797","0.5699548192771084","0","0","0","0.6462463256055774"
"summer-sweep-117","finished","-","","","2026-01-22T21:29:50.000Z","14","8kymj26f","256","false","0.3670218426953775","true","0.8808588244592819","1024","0.0016884392388757448","VideoMAEv2","0.9","56","1","SGD","3","mean","reduce","54076","11","extend_arm","yes","0","0.7166666666666667","0.7312319118518777","0.5363636363636364","0.5864918722046746","0.7029411764705882","0.7072417202174986","0.36477987421383645","0.5087719298245614","0.28431372549019607","0.600102425579856"
"royal-sweep-34","finished","-","","","2026-01-22T21:29:50.000Z","17","2287v01z","256","false","0.13855255535692534","true","0.8808588244592819","512","0.000017473102849874115","VideoMAE","0.9","186","1","AdamW","3","mean","reduce","69358","11","head_pose","no","0","0.7232472324723247","0.6928717393917538","0.4966442953020134","0.5907824877443348","0.7016129032258065","0.6520859860684594","0.3620689655172414","0.5675675675675675","0.26582278481012656","0.5634716900368191"
"peach-sweep-16","finished","-","","","2026-01-22T21:29:50.000Z","13","9e65jeiq","256","false","0.1863170738203822","true","0.8808588244592819","512","0.00009960602731426028","VideoPrism","0.9","133","1","AdamW","3","mean","step","96269","11","open_fist","no","0","0.7558139534883721","0.8294094794094794","0.664","0.4931700638560362","0.7834394904458599","0.8364087301587302","0.6421052631578947","0.61","0.6777777777777778","0.40743963726015325"
"scarlet-sweep-23","finished","-","","","2026-01-22T21:29:48.000Z","13","kdhpwwbt","256","false","0.40867651228678537","true","0.8808588244592819","1024","0.0004808223207845643","ViViT","0.9","46","1","AdamW","3","mean","step","77981","11","nose_touch","yes","0","0.7610619469026548","0.7909547331767754","0.6086956521739131","0.5152227055709974","0.7623762376237624","0.7878343118069145","0.4857142857142857","0.6071428571428571","0.4047619047619048","0.2268204477174297"
"fresh-sweep-162","finished","-","","","2026-01-22T21:29:48.000Z","14","hhpm976u","256","false","0.3180346140658453","true","0.8808588244592819","512","0.0008102791495637157","VJEPA2","0.9","45","1","AdamW","3","mean","step","67472","11","facial_expression_disgust","no","0","0.7583333333333333","0.7849297395306671","0.5671641791044776","0.5195460915565491","0.7817109144542773","0.7945752558449122","0.5697674418604651","0.6901408450704225","0.48514851485148514","0.413569016155537"
"jumping-sweep-135","finished","-","","","2026-01-22T21:29:47.000Z","13","anpqbigc","256","false","0.29798213064542295","true","0.8808588244592819","512","0.00003588729385706311","VideoMAE","0.9","38","1","AdamW","3","max","reduce","62136","11","facial_expression_smile","yes","0","0.6657381615598886","0.5872384937238493","0","0.6566429840489019","0.7065868263473054","0.5180733310273262","0","0","0","0.6940100801288891"
"hardy-sweep-82","finished","-","","","2026-01-22T21:29:46.000Z","22","jkvt5udi","256","false","0.3639931103615649","true","0.8808588244592819","256","0.00011500675364564883","VJEPA2_SSV2","0.9","186","1","AdamW","3","mean","reduce","18971","11","flip_palm","no","0","0.782991202346041","0.850640620056944","0.6407766990291263","0.436225355895034","0.8089171974522293","0.8621223470661673","0.620253164556962","0.7101449275362319","0.550561797752809","0.31869217138273437"
"quiet-sweep-13","finished","-","","","2026-01-22T21:29:46.000Z","18","0sape03p","256","false","0.102018001215373","true","0.8808588244592819","256","0.000016991057782648777","TimeSformer","0.9","142","1","AdamW","3","max","reduce","93640","11","pangram_utterance","no","0","0.6866485013623979","0.7662285941855835","0.5660377358490566","0.5753880433880341","0.6991404011461319","0.7460801730130533","0.5414847161572053","0.5081967213114754","0.5794392523364486","0.5655615684067272"
"dainty-sweep-137","finished","-","","","2026-01-22T21:29:43.000Z","17","8ncgwe7g","256","false","0.48944478696953697","true","0.8808588244592819","768","0.0005524348079113544","ViViT","0.9","172","1","SGD","3","max","step","2482","11","facial_expression_surprise","no","0","0.6882022471910112","0.71243412619285","0.418848167539267","0.5719343899341112","0.7333333333333333","0.7196416573348264","0.3888888888888889","0.5714285714285714","0.29473684210526313","0.5008321354078997"
"upbeat-sweep-33","finished","-","","","2026-01-22T21:29:40.000Z","7","2287v01z","256","false","0.16282466993194658","true","0.8808588244592819","768","0.0001719878263493692","VideoPrism","0.9","27","1","AdamW","3","max","reduce","734","11","head_pose","yes","0","0.652014652014652","0.7696037847427557","0","0.5920232261493529","0.6745098039215687","0.760787335388064","0","0","0","0.5843785946234099"
"pretty-sweep-7","finished","-","","","2026-01-22T21:29:37.000Z","17","cz5xzmdg","256","false","0.3451132420162849","true","0.8808588244592819","768","0.0034295151603063235","VideoMAE","0.9","152","1","AdamW","3","mean","step","81591","11","resting_face","yes","0","0.6835443037974683","0.7049731182795699","0.7787610619469026","0.5984472036361694","0.6352941176470588","0.6660899653979239","0.752","0.6351351351351351","0.9215686274509804","0.5561621385525215"
"peach-sweep-426","finished","-","","","2026-01-22T21:29:35.000Z","17","i4o2kxbt","256","false","0.22105306419556628","true","0.8808588244592819","512","0.000060041070028261195","VJEPA2","0.9","30","1","SGD","3","mean","step","89810","11","sustained_phonation_a","yes","0","0.4669117647058824","0.6035142242409754","0.5017182130584192","0.6983718451331643","0.4765625","0.6102574750830565","0.5144927536231884","0.3697916666666667","0.8452380952380952","0.6785814215679652"
"unique-sweep-127","finished","-","","","2026-01-22T21:29:33.000Z","18","2ga080l9","256","false","0.22226088361014448","true","0.8808588244592819","1024","0.004045924092404627","VideoMAE","0.9","172","1","AdamW","3","mean","reduce","71651","11","eye_gaze","yes","0","0.7333333333333333","0.7575481440981714","0.5862068965517241","0.5575734814008076","0.736","0.7122058823529412","0.5416666666666666","0.609375","0.4875","0.4152879616664966"
"balmy-sweep-2","finished","-","","","2026-01-22T21:29:33.000Z","21","gcl0d9ym","256","false","0.4240868943986359","true","0.8808588244592819","512","0.0015470175650991692","VJEPA2_SSV2","0.9","143","1","AdamW","3","max","reduce","91301","11","reverse_count","yes","0","0.6544117647058824","0.5","0","34.55882352941177","0.6745098039215687","0.5","0","0","0","34.74240362250506"
"icy-sweep-207","finished","-","","","2026-01-22T21:29:33.000Z","17","wlhk39r2","256","false","0.11918075263572048","true","0.8808588244592819","256","0.008589689136078412","VideoMAEv2","0.9","135","1","AdamW","3","mean","reduce","38397","11","sustained_phonation_e","no","0","0.7306273062730627","0.7695937011660055","0.5680473372781065","0.5456380863911111","0.7265625","0.7172619047619047","0.4696969696969697","0.6458333333333334","0.369047619047619","0.4889820112855381"
"effortless-sweep-185","finished","-","","","2026-01-22T21:29:32.000Z","15","78wphc9r","256","false","0.13300774957333317","true","0.8808588244592819","256","0.0010179467447649418","VideoMAE","0.9","104","1","SGD","3","max","step","56437","11","sustained_phonation_o","yes","0","0.6555555555555556","0.644371544863617","0","0.6348232004377578","0.6747967479674797","0.6146084337349397","0","0","0","0.6314739766190568"
"absurd-sweep-134","finished","-","","","2026-01-22T21:29:26.000Z","19","anpqbigc","256","false","0.3790835138914752","true","0.8808588244592819","512","0.0002486476708933401","ViViT","0.9","153","1","SGD","3","mean","step","77751","11","facial_expression_smile","yes","0","0.6462395543175488","0.6679916317991632","0.5207547169811321","0.6477130915461145","0.6816816816816816","0.7047329570125922","0.49038461538461536","0.4636363636363636","0.5204081632653061","0.6310980226065952"
"fanciful-sweep-12","finished","-","","","2026-01-22T21:29:25.000Z","15","0sape03p","256","false","0.47673756820531954","true","0.8808588244592819","1024","0.000016610177797591234","ViViT","0.9","57","1","SGD","3","mean","reduce","33399","11","pangram_utterance","yes","0","0.5698630136986301","0.6351559362869763","0.5227963525835866","0.686320523693137","0.5789473684210527","0.6793272941463218","0.5135135135135135","0.39378238341968913","0.7378640776699029","0.684548311306599"
"trim-sweep-90","finished","-","","","2026-01-22T21:29:25.000Z","31","2s3khxvt","256","false","0.3561548190898429","true","0.8808588244592819","512","0.0013540987412656257","VJEPA2","0.9","164","1","SGD","3","max","step","80108","11","finger_tapping","yes","0","0.7458563535911602","0.7801858646822811","0.5445544554455446","0.5257981607268528","0.7580174927113703","0.8194174757281554","0.546448087431694","0.625","0.4854368932038835","0.549233144125936"
"stilted-sweep-32","finished","-","","","2026-01-22T21:29:24.000Z","13","2287v01z","256","false","0.345398846505103","true","0.8808588244592819","1024","0.00038490267103321143","TimeSformer","0.9","39","1","AdamW","3","max","step","62850","11","head_pose","no","0","0.6826568265682657","0.7657771366750811","0.5","0.5427082359130972","0.7098039215686275","0.6999159428411319","0.45588235294117646","0.5849056603773585","0.3734939759036144","0.4507173677338005"
"decent-sweep-15","finished","-","","","2026-01-22T21:29:24.000Z","21","9e65jeiq","256","false","0.48637951394711354","true","0.8808588244592819","256","0.009806939219239813","TimeSformer","0.9","151","1","AdamW","3","max","reduce","2552","11","open_fist","no","0","0.3206997084548105","0.5","0.4856512141280353","67.93002955489534","0.28753993610223644","0.5","0.4466501240694789","0.28753993610223644","1","50.747065101387406"
"logical-sweep-136","finished","-","","","2026-01-22T21:29:23.000Z","14","8ncgwe7g","256","false","0.49354156119558135","true","0.8808588244592819","1024","0.000047695775619881354","ViViT","0.9","59","1","SGD","3","mean","reduce","8691","11","facial_expression_surprise","yes","0","0.6685393258426966","0.5865617433414043","0","0.6293723616707191","0.7121212121212122","0.582441209406495","0","0","0","0.6270429713320754"
"exalted-sweep-22","finished","-","","","2026-01-22T21:29:22.000Z","23","kdhpwwbt","256","false","0.3027019606870399","true","0.8808588244592819","768","0.00010701308315178892","VJEPA2","0.9","127","1","SGD","3","max","reduce","21667","11","nose_touch","no","0","0.7286135693215339","0.764960725564823","0.4523809523809524","0.5286395759005814","0.7603833865814696","0.8000601926163724","0.4827586206896552","0.625","0.39325842696629215","0.47743399360074534"
"golden-sweep-161","finished","-","","","2026-01-22T21:29:22.000Z","20","hhpm976u","256","false","0.41444768455002745","true","0.8808588244592819","256","0.0005647867737793313","ViViT","0.9","194","1","SGD","3","max","reduce","151","11","facial_expression_disgust","yes","0","0.711484593837535","0.7155520885043614","0.455026455026455","0.5674379928773191","0.7424242424242424","0.7320601851851852","0.3884892086330935","0.627906976744186","0.28125","0.5068058386992779"
"golden-sweep-81","finished","-","","","2026-01-22T21:29:21.000Z","20","jkvt5udi","256","false","0.1901446070846856","true","0.8808588244592819","512","0.000012022110733055484","VideoMAE","0.9","175","1","SGD","3","mean","reduce","16303","11","flip_palm","yes","0","0.6804733727810651","0.5136876006441223","0","0.6502788183251782","0.7231270358306189","0.5775304716481187","0","0","0","0.6730265226857416"
"devout-sweep-126","finished","-","","","2026-01-22T21:29:18.000Z","14","2ga080l9","256","false","0.3665513557523325","true","0.8808588244592819","512","0.005713232607844915","VJEPA2_SSV2","0.9","34","1","AdamW","3","mean","step","74692","11","eye_gaze","no","0","0.7158671586715867","0.7486476739992788","0.5443786982248521","0.5605179328760098","0.71484375","0.7050802879291252","0.496551724137931","0.5901639344262295","0.42857142857142855","0.5080528851428063"
"devout-sweep-206","finished","-","","","2026-01-22T21:29:18.000Z","14","wlhk39r2","256","false","0.49068027401084346","true","0.8808588244592819","512","0.0018445627259919587","VideoMAEv2","0.9","72","1","SGD","3","mean","step","86648","11","sustained_phonation_e","no","0","0.7453874538745388","0.7703449933886285","0.6229508196721312","0.5390965456892204","0.73828125","0.7353266888150609","0.524822695035461","0.6491228070175439","0.44047619047619047","0.496746440649975"
"woven-sweep-425","finished","-","","","2026-01-22T21:29:15.000Z","19","i4o2kxbt","256","false","0.14781654515233714","true","0.8808588244592819","768","0.0047555539415587884","VideoMAE","0.9","181","1","SGD","3","mean","reduce","42063","11","sustained_phonation_a","yes","0","0.5278810408921933","0.6875000000000001","0.5512367491166078","0.6874909677913198","0.5139442231075697","0.6569353667392882","0.512","0.378698224852071","0.7901234567901234","0.6760290716458293"
"apricot-sweep-11","finished","-","","","2026-01-22T21:29:15.000Z","7","0sape03p","256","false","0.40555438375798303","true","0.8808588244592819","1024","0.0020116815493007975","VideoPrism","0.9","40","1","SGD","3","mean","reduce","34362","11","pangram_utterance","yes","0","0.6864864864864865","0.7085935467083009","0.43137254901960786","0.6476762613734683","0.7342857142857143","0.7339302112029384","0.43636363636363634","0.631578947368421","0.3333333333333333","0.6634150670759333"
"divine-sweep-116","finished","-","","","2026-01-22T21:29:14.000Z","32","8kymj26f","256","false","0.48298344615107114","true","0.8808588244592819","256","0.0003453218914479601","VJEPA2_SSV2","0.9","174","1","AdamW","3","mean","reduce","50788","11","extend_arm","yes","0","0.7833333333333333","0.8340946337041041","0.6722689075630253","0.47471989724371166","0.7705882352941177","0.8237765694513098","0.6138613861386139","0.62","0.6078431372549019","0.3777716111331891"
"expert-sweep-1","finished","-","","","2026-01-22T21:29:12.000Z","16","gcl0d9ym","256","false","0.268228632332338","true","0.8808588244592819","768","0.0001639843536348317","VJEPA2","0.9","74","1","SGD","3","mean","reduce","28184","11","reverse_count","no","0","0.6801470588235294","0.701231173798709","0.3916083916083916","0.5926996679867015","0.6941176470588235","0.6883580834967777","0.3606557377049181","0.5641025641025641","0.26506024096385544","0.5487122644363968"
"clean-sweep-184","finished","-","","","2026-01-22T21:29:12.000Z","16","78wphc9r","256","false","0.20852602433127215","true","0.8808588244592819","768","0.000538557817789718","VideoMAE","0.9","190","1","AdamW","3","mean","step","88670","11","sustained_phonation_o","no","0","0.7222222222222222","0.7346455257882267","0.5614035087719298","0.5742652416229248","0.7317073170731707","0.6926204819277109","0.5285714285714286","0.6166666666666667","0.4625","0.4276053671184606"
"woven-sweep-21","finished","-","","","2026-01-22T21:29:12.000Z","7","kdhpwwbt","256","false","0.3970144969066588","true","0.8808588244592819","256","0.0010731249819090772","VideoPrism","0.9","53","1","SGD","3","max","step","43337","11","nose_touch","yes","0","0.6873156342182891","0.7033363025346182","0","0.6073389287191858","0.7156549520766773","0.7166934189406099","0","0","0","0.6044617685482656"
"gallant-sweep-6","finished","-","","","2026-01-22T21:29:12.000Z","24","cz5xzmdg","256","false","0.31623996997922177","true","0.8808588244592819","768","0.00006712779223833765","VJEPA2","0.9","173","1","SGD","3","mean","reduce","45056","11","resting_face","no","0","0.5802469135802469","0.6672979797979797","0.7258064516129032","0.6442760825157166","0.625","0.6959568733153639","0.7591240875912408","0.6190476190476191","0.981132075471698","0.576672787834977"
"fresh-sweep-133","finished","-","","","2026-01-22T21:29:11.000Z","12","anpqbigc","256","false","0.30438554996535594","true","0.8808588244592819","512","0.0006676141367999657","VideoMAE","0.9","21","1","SGD","3","max","reduce","7991","11","facial_expression_smile","yes","0","0.6657381615598886","0.5214435146443515","0","0.6626095194006365","0.7065868263473054","0.5535281909373919","0","0","0","0.6912132278991616"
"earnest-sweep-205","finished","-","","","2026-01-22T21:29:08.000Z","7","wlhk39r2","256","false","0.26121609959957137","true","0.8808588244592819","256","0.00005281961761664782","VideoPrism","0.9","65","1","SGD","3","max","step","63265","11","sustained_phonation_e","no","0","0.6531365313653137","0.6806707536963578","0","0.6392015082369871","0.671875","0.6477713178294573","0","0","0","0.6423464704879188"
"fragrant-sweep-135","finished","-","","","2026-01-22T21:29:07.000Z","12","8ncgwe7g","256","false","0.3602742080342115","true","0.8808588244592819","512","0.009592777290242277","VideoMAE","0.9","31","1","AdamW","3","mean","reduce","15868","11","facial_expression_surprise","yes","0","0.7162921348314607","0.7023572140720695","0.5258215962441315","0.596077146824826","0.7469879518072289","0.7144244350282486","0.5227272727272727","0.575","0.4791666666666667","0.49698018064431104"
