train_loss,dev_loss,dev_auroc,dev_accuracy,dev_f1_score,test_accuracy,test_precision,test_recall,test_auroc,test_f1_score,test_specificity,test_npv,test_samples,test_positives
0.3120080524891507,0.4956894552006441,0.841859909156108,0.7610294117647058,0.6889952153110048,0.72265625,0.5656565656565656,0.6666666666666666,0.7999031007751938,0.6120218579234973,0.75,0.821656050955414,256,84
0.30737973593256296,0.4814620649113375,0.8467009323452068,0.7757352941176471,0.6965174129353234,0.7265625,0.574468085106383,0.6428571428571429,0.7936738648947952,0.6067415730337079,0.7674418604651163,0.8148148148148148,256,84
0.4091504943457098,0.4972042862106772,0.8314009084389195,0.7573529411764706,0.6796116504854369,0.71484375,0.5617977528089888,0.5952380952380952,0.7921511627906976,0.5780346820809249,0.7732558139534884,0.7964071856287425,256,84
0.4377149572849849,0.4870221404468312,0.8301458283528569,0.7757352941176471,0.6839378238341969,0.70703125,0.5569620253164557,0.5238095238095238,0.7908361018826134,0.5398773006134969,0.7965116279069767,0.7740112994350282,256,84
0.46569185730056395,0.4825644703472362,0.8374372459956969,0.7830882352941176,0.650887573964497,0.72265625,0.6065573770491803,0.44047619047619047,0.7967884828349945,0.5103448275862069,0.8604651162790697,0.7589743589743589,256,84
0.35746816555611044,0.4931340778575224,0.8375567774324647,0.7536764705882353,0.6731707317073171,0.69921875,0.5402298850574713,0.5595238095238095,0.7945044296788483,0.5497076023391813,0.7674418604651163,0.7810650887573964,256,84
0.45772904150448607,0.4877329047988443,0.8282333253645708,0.7610294117647058,0.6733668341708543,0.71875,0.5681818181818182,0.5952380952380952,0.7931201550387597,0.5813953488372093,0.7790697674418605,0.7976190476190477,256,84
0.4556559388974032,0.470501794534571,0.8352259144154912,0.7757352941176471,0.6473988439306358,0.7109375,0.5833333333333334,0.4166666666666667,0.7873754152823921,0.4861111111111111,0.8546511627906976,0.75,256,84
0.3568499697994697,0.48776231793796315,0.8442505378914654,0.7757352941176471,0.7053140096618358,0.7109375,0.5555555555555556,0.5952380952380952,0.7922895902547065,0.5747126436781609,0.7674418604651163,0.7951807228915663,256,84
0.3774196186313008,0.46215112069073844,0.848254841023189,0.7757352941176471,0.6702702702702703,0.7109375,0.5675675675675675,0.5,0.7917358803986712,0.5316455696202531,0.813953488372093,0.7692307692307693,256,84
0.43656652899789294,0.4847143187242396,0.8315204398756874,0.7573529411764706,0.6632653061224489,0.6875,0.525,0.5,0.7790697674418605,0.5121951219512195,0.7790697674418605,0.7613636363636364,256,84
0.4090576322863847,0.47727098184473377,0.8337915371742769,0.7683823529411765,0.6802030456852792,0.71484375,0.5662650602409639,0.5595238095238095,0.7882059800664453,0.562874251497006,0.7906976744186046,0.7861271676300579,256,84
0.39222676097555814,0.4835091198191923,0.8380946688979202,0.7830882352941176,0.6775956284153005,0.73828125,0.6268656716417911,0.5,0.7908361018826134,0.5562913907284768,0.8546511627906976,0.7777777777777778,256,84
0.4387313701634815,0.4778696649214801,0.8358235715993306,0.7794117647058824,0.6808510638297872,0.70703125,0.5671641791044776,0.4523809523809524,0.7967192691029901,0.5033112582781457,0.8313953488372093,0.7566137566137566,256,84
0.3911977319363662,0.4720282975365134,0.8442505378914654,0.7573529411764706,0.6764705882352942,0.71484375,0.5604395604395604,0.6071428571428571,0.800733665559247,0.5828571428571429,0.7674418604651163,0.8,256,84
0.41533670821581015,0.4799707356621237,0.8407243605068134,0.7463235294117647,0.6567164179104478,0.69140625,0.5280898876404494,0.5595238095238095,0.7892441860465116,0.5433526011560693,0.7558139534883721,0.7784431137724551,256,84
0.37386107502282745,0.4797273313297945,0.8403657661965098,0.7794117647058824,0.6470588235294118,0.71875,0.5909090909090909,0.4642857142857143,0.7941583610188261,0.52,0.8430232558139535,0.7631578947368421,256,84
