name,id,seed,gamma,model,pooling,momentum,patience,drop_prob,num_views,optimizer,scheduler,step_size,task_name,batch_size,hidden_dim,num_epochs,view_index,enable_wandb,detailed_logs,learning_rate,use_scheduler,_runtime,_step,_timestamp,dev_accuracy,dev_auroc,dev_f1_score,dev_loss,test_accuracy,test_auroc,test_f1_score,test_npv,test_positives,test_precision,test_recall,test_samples,test_specificity,train_loss,_wandb.runtime
flowing-sweep-3053,9suqps6r,60886,0.8808588244592819,VideoPrism,mean,0.9,3,0.3955536113881726,4,AdamW,step,11,sustained_phonation_a,64,768,36,-1,True,False,0.003535452896908605,yes,11,36,1770005808.666317,0.7638376383763837,0.8362182954682055,0.6767676767676768,0.4913098436000162,0.744,0.7906617647058825,0.6097560975609756,0.8192771084337349,80,0.5952380952380952,0.625,250,0.8,0.3576582878538706,11
avid-sweep-2195,homvdrx2,40307,0.8808588244592819,VideoPrism,mean,0.9,3,0.23091628917045423,4,AdamW,step,11,sustained_phonation_a,64,512,56,-1,True,False,0.0007403895786359493,no,13,56,1769948249.471166,0.7675276752767528,0.8353768481788676,0.676923076923077,0.5014879910268467,0.728,0.8023529411764705,0.5952380952380952,0.8148148148148148,80,0.5681818181818182,0.625,250,0.7764705882352941,0.3447380595415541,13
toasty-sweep-3280,8h5tjkmk,26739,0.8808588244592819,VideoPrism,mean,0.9,3,0.1770205989429169,4,AdamW,step,11,sustained_phonation_a,64,768,42,-1,True,False,0.0007708150430996626,yes,11,42,1770021533.0430431,0.7380073800738007,0.8351364346676283,0.6635071090047393,0.5999508623267452,0.696,0.780220588235294,0.5824175824175825,0.8175675675675675,80,0.5196078431372549,0.6625,250,0.711764705882353,0.5210348518149367,11
misunderstood-sweep-1748,7j4csz95,14672,0.8808588244592819,VideoPrism,mean,0.9,3,0.2090741755925722,4,AdamW,reduce,11,sustained_phonation_a,64,256,42,-1,True,False,0.009071583111744445,yes,12,42,1769917370.9524975,0.7749077490774908,0.8349561245341988,0.6965174129353234,0.47511383088312464,0.732,0.7989705882352941,0.593939393939394,0.8121212121212121,80,0.5764705882352941,0.6125,250,0.788235294117647,0.34721413110066385,12
chocolate-sweep-2728,7bk0n5fc,93746,0.8808588244592819,VideoPrism,mean,0.9,3,0.2110316469248629,4,AdamW,step,11,sustained_phonation_a,64,512,170,-1,True,False,0.00017823207323385275,no,23,170,1769984497.6071615,0.7675276752767528,0.8343550907561006,0.6956521739130435,0.531521654436949,0.708,0.78625,0.6010928961748634,0.8299319727891157,80,0.5339805825242718,0.6875,250,0.7176470588235294,0.3544234456946549,23
bright-sweep-2744,9z55wtax,16450,0.8808588244592819,VideoPrism,mean,0.9,3,0.12951907307304045,4,AdamW,step,11,sustained_phonation_a,64,512,113,-1,True,False,0.0005943524583025887,no,20,113,1769985367.2143466,0.7785977859778598,0.8338141603558119,0.696969696969697,0.49508263440149736,0.732,0.7836764705882352,0.6214689265536724,0.8366013071895425,80,0.5670103092783505,0.6875,250,0.7529411764705882,0.31691079319102095,20
whole-sweep-1039,ggdqaesa,19857,0.8808588244592819,VideoPrism,mean,0.9,3,0.15428867921255188,4,AdamW,reduce,11,sustained_phonation_a,64,768,118,-1,True,False,0.0013721987692136165,no,22,118,1769871926.5732522,0.7638376383763837,0.8337841086669071,0.6767676767676768,0.5021973729573492,0.72,0.7818014705882352,0.5833333333333334,0.808641975308642,80,0.5568181818181818,0.6125,250,0.7705882352941177,0.30037341838322795,22
copper-sweep-2080,hfo0bd2f,79668,0.8808588244592819,VideoPrism,mean,0.9,3,0.4745878378773313,4,AdamW,reduce,11,sustained_phonation_a,64,768,106,-1,True,False,0.00134997652716185,yes,20,106,1769940404.8360386,0.7675276752767528,0.8336338502223826,0.6896551724137931,0.5038123132997773,0.704,0.78125,0.5542168674698795,0.7926829268292683,80,0.5348837209302325,0.575,250,0.7647058823529411,0.3623622372312454,20
polished-sweep-548,m12kvlnh,97032,0.8808588244592819,VideoPrism,mean,0.9,3,0.2832050165548823,4,AdamW,reduce,11,sustained_phonation_a,64,1024,113,-1,True,False,0.0007017314780619055,no,18,113,1769838713.6311443,0.7564575645756457,0.8335136434667627,0.6796116504854369,0.523910666303881,0.704,0.7801470588235295,0.5795454545454546,0.8116883116883117,80,0.53125,0.6375,250,0.7352941176470589,0.3829200719166728,18
chocolate-sweep-398,jj4orraw,10414,0.8808588244592819,VideoPrism,mean,0.9,3,0.4783545181733369,4,AdamW,reduce,11,sustained_phonation_a,64,256,74,-1,True,False,0.0005794887875125843,yes,16,74,1769828298.4457288,0.7712177121771218,0.8332131265777137,0.696078431372549,0.4974333120448123,0.712,0.7924264705882353,0.5909090909090909,0.8181818181818182,80,0.5416666666666666,0.65,250,0.7411764705882353,0.41317789560382806,16
dauntless-sweep-3333,c88vpq9v,95732,0.8808588244592819,VideoPrism,mean,0.9,3,0.3084239487835718,4,AdamW,step,11,sustained_phonation_a,64,1024,112,-1,True,False,0.0001202711981763908,yes,23,112,1770025632.5812376,0.7601476014760148,0.8332131265777137,0.6829268292682927,0.5228544922332482,0.716,0.7919117647058823,0.5895953757225434,0.8152866242038217,80,0.5483870967741935,0.6375,250,0.7529411764705882,0.47518621602104705,23
usual-sweep-462,e7nhpm35,87966,0.8808588244592819,VideoPrism,mean,0.9,3,0.26320076838786943,4,AdamW,step,11,sustained_phonation_a,64,256,186,-1,True,False,0.00012497996256993413,no,34,186,1769832738.113193,0.7416974169741697,0.8324918860439957,0.6728971962616822,0.5359645006401512,0.708,0.7933088235294118,0.6096256684491979,0.8391608391608392,80,0.5327102803738317,0.7125,250,0.7058823529411765,0.4159269558573232,34
logical-sweep-1453,03uhji5g,35452,0.8808588244592819,VideoPrism,mean,0.9,3,0.1701167647428703,4,AdamW,reduce,11,sustained_phonation_a,64,512,47,-1,True,False,0.00018423479044060045,no,8,47,1769897288.0369024,0.7527675276752768,0.8324317826661858,0.6699507389162561,0.5250036593292912,0.708,0.7884558823529412,0.5730994152046783,0.8050314465408805,80,0.5384615384615384,0.6125,250,0.7529411764705882,0.4809904752425777,8
restful-sweep-533,f8s3n00z,61621,0.8808588244592819,VideoPrism,mean,0.9,3,0.3662903325552651,4,AdamW,reduce,11,sustained_phonation_a,64,1024,104,-1,True,False,0.0005421139906795527,yes,15,104,1769837836.7785497,0.7601476014760148,0.832371679288376,0.6859903381642513,0.5137944975902233,0.724,0.7880882352941176,0.6145251396648045,0.8344370860927153,80,0.5555555555555556,0.6875,250,0.7411764705882353,0.36366738075191535,15
deft-sweep-2207,sx5lhc8b,40087,0.8808588244592819,VideoPrism,mean,0.9,3,0.40492873357802894,4,AdamW,reduce,11,sustained_phonation_a,64,768,73,-1,True,False,0.00013602975672160136,yes,16,73,1769949199.2938173,0.7232472324723247,0.8319509556437072,0.6696035242290749,0.586605043868737,0.692,0.7847058823529411,0.6051282051282051,0.8444444444444444,80,0.5130434782608696,0.7375,250,0.6705882352941176,0.5054464241833363,16
major-sweep-3390,nv89s2uc,67906,0.8808588244592819,VideoPrism,mean,0.9,3,0.42657376117683066,4,AdamW,step,11,sustained_phonation_a,64,256,155,-1,True,False,0.00014149354101342102,no,26,155,1770029288.4051216,0.7416974169741697,0.8312898184877989,0.6728971962616822,0.5302351794559578,0.684,0.7724264705882353,0.5683060109289617,0.8095238095238095,80,0.5048543689320388,0.65,250,0.7,0.3929470467914655,26
golden-sweep-1123,q61x53z5,77588,0.8808588244592819,VideoPrism,mean,0.9,3,0.33452513260112426,4,AdamW,reduce,11,sustained_phonation_a,64,768,127,-1,True,False,0.002261915341032073,yes,22,127,1769877619.7973812,0.7859778597785978,0.8308690948431303,0.7010309278350515,0.48700649469980895,0.7,0.7852941176470589,0.5033112582781457,0.7653631284916201,80,0.5352112676056338,0.475,250,0.8058823529411765,0.48294421249222985,22
