train_loss,dev_loss,dev_auroc,dev_accuracy,dev_f1_score,test_accuracy,test_precision,test_recall,test_auroc,test_f1_score,test_specificity,test_npv,test_samples,test_positives
0.3593681245123973,0.4940366894839196,0.8228107344632768,0.7932960893854749,0.6782608695652174,0.7640117994100295,0.6219512195121951,0.51,0.794644351464435,0.5604395604395604,0.8702928870292888,0.8093385214007782,339,100
0.36842038000331206,0.49840864489198394,0.8190324858757062,0.7905027932960894,0.6724890829694323,0.7522123893805309,0.5930232558139535,0.51,0.7917991631799164,0.5483870967741935,0.8535564853556485,0.8063241106719368,339,100
0.36023026078688997,0.4963730450449043,0.8221045197740112,0.7877094972067039,0.6666666666666666,0.7492625368731564,0.5925925925925926,0.48,0.7928033472803349,0.5303867403314917,0.8619246861924686,0.7984496124031008,339,100
0.38815639867168183,0.49699061143331685,0.8159957627118644,0.8016759776536313,0.6926406926406926,0.7610619469026548,0.6091954022988506,0.53,0.7912970711297072,0.5668449197860963,0.8577405857740585,0.8134920634920635,339,100
0.3558307839374916,0.4921606615934958,0.8255296610169491,0.7960893854748603,0.672645739910314,0.7640117994100295,0.6219512195121951,0.51,0.7890376569037657,0.5604395604395604,0.8702928870292888,0.8093385214007782,339,100
0.3774740165021239,0.4986751279351432,0.8188912429378531,0.7821229050279329,0.6666666666666666,0.7463126843657817,0.5795454545454546,0.51,0.7858995815899582,0.5425531914893617,0.8451882845188284,0.8047808764940239,339,100
0.36872941389137287,0.5016039223644321,0.8158545197740114,0.7821229050279329,0.6637931034482759,0.7522123893805309,0.5930232558139535,0.51,0.7905020920502093,0.5483870967741935,0.8535564853556485,0.8063241106719368,339,100
0.3323892862522969,0.4985104259831945,0.8226341807909605,0.7932960893854749,0.6890756302521008,0.7551622418879056,0.5913978494623656,0.55,0.7814644351464435,0.5699481865284974,0.8410041841004184,0.8170731707317073,339,100
0.36178304008743006,0.4965619484805528,0.8210805084745763,0.7932960893854749,0.6782608695652174,0.7581120943952803,0.5978260869565217,0.55,0.7867782426778244,0.5729166666666666,0.8451882845188284,0.8178137651821862,339,100
0.38216393142521216,0.4912799303758078,0.823234463276836,0.7821229050279329,0.6355140186915887,0.7463126843657817,0.5897435897435898,0.46,0.7869874476987447,0.5168539325842697,0.8661087866108786,0.7931034482758621,339,100
0.38049697575448943,0.49603018314478786,0.8212217514124294,0.7932960893854749,0.6666666666666666,0.7522123893805309,0.6052631578947368,0.46,0.7930125523012551,0.5227272727272727,0.8744769874476988,0.7946768060836502,339,100
0.34766418902146046,0.4948236449470733,0.8245056497175142,0.7877094972067039,0.6724137931034483,0.7463126843657817,0.5813953488372093,0.5,0.7840585774058577,0.5376344086021505,0.8493723849372385,0.8023715415019763,339,100
0.3945932484307543,0.49981163267316764,0.815819209039548,0.7905027932960894,0.6696035242290749,0.7551622418879056,0.5934065934065934,0.54,0.7940167364016736,0.5654450261780105,0.8451882845188284,0.8145161290322581,339,100
0.3685425028246658,0.49952275426694137,0.8195621468926553,0.7737430167597765,0.6582278481012658,0.7522123893805309,0.5888888888888889,0.53,0.7902928870292887,0.5578947368421052,0.8451882845188284,0.8112449799196787,339,100
0.3414197875505068,0.4961727198275774,0.8247175141242937,0.7877094972067039,0.6779661016949152,0.7433628318584071,0.5684210526315789,0.54,0.7866108786610878,0.5538461538461539,0.8284518828451883,0.8114754098360656,339,100
0.3669873962716228,0.496952748831424,0.82079802259887,0.7877094972067039,0.6752136752136753,0.7522123893805309,0.5888888888888889,0.53,0.7925523012552301,0.5578947368421052,0.8451882845188284,0.8112449799196787,339,100
0.39538696024264275,0.4962856419925583,0.8160663841807909,0.7793296089385475,0.6457399103139013,0.7699115044247787,0.625,0.55,0.7997071129707113,0.5851063829787234,0.8619246861924686,0.8207171314741036,339,100
0.35526095969336374,0.4964132072539303,0.8232697740112994,0.7877094972067039,0.6779661016949152,0.7522123893805309,0.5869565217391305,0.54,0.7881589958158994,0.5625,0.8410041841004184,0.8137651821862348,339,100
0.35889613394643743,0.4978717262518472,0.82079802259887,0.7905027932960894,0.6696035242290749,0.7581120943952803,0.6097560975609756,0.5,0.794644351464435,0.5494505494505495,0.8661087866108786,0.8054474708171206,339,100
0.35380403751752626,0.5034906407974286,0.8176906779661017,0.7737430167597765,0.6582278481012658,0.7522123893805309,0.5869565217391305,0.54,0.7834309623430963,0.5625,0.8410041841004184,0.8137651821862348,339,100
0.395244962778412,0.4948219933323354,0.8194209039548023,0.7877094972067039,0.6666666666666666,0.7522123893805309,0.5888888888888889,0.53,0.7930125523012552,0.5578947368421052,0.8451882845188284,0.8112449799196787,339,100
0.3454446122258985,0.4949561200994353,0.8236228813559322,0.770949720670391,0.6495726495726496,0.7522123893805309,0.5888888888888889,0.53,0.785439330543933,0.5578947368421052,0.8451882845188284,0.8112449799196787,339,100
0.35866989550136386,0.4925158523314492,0.8238700564971753,0.7877094972067039,0.6779661016949152,0.7640117994100295,0.6086956521739131,0.56,0.7957322175732218,0.5833333333333334,0.8493723849372385,0.8218623481781376,339,100
0.38562100474573985,0.5019948306030402,0.8149717514124294,0.7849162011173184,0.6804979253112033,0.7640117994100295,0.6063829787234043,0.57,0.79836820083682,0.5876288659793815,0.8451882845188284,0.8244897959183674,339,100
0.37786915990150943,0.4976010402487643,0.8213276836158192,0.7932960893854749,0.6636363636363637,0.7492625368731564,0.5882352941176471,0.5,0.7927615062761505,0.5405405405405406,0.8535564853556485,0.8031496062992126,339,100
0.37055594321726415,0.49756743954546623,0.8194562146892655,0.7877094972067039,0.6637168141592921,0.7581120943952803,0.6071428571428571,0.51,0.8026778242677824,0.5543478260869565,0.8619246861924686,0.807843137254902,339,100
0.3935230803422901,0.5014444602934341,0.8142302259887005,0.7877094972067039,0.680672268907563,0.7463126843657817,0.5714285714285714,0.56,0.7959832635983264,0.5656565656565656,0.8242677824267782,0.8174273858921162,339,100
0.34454996428903745,0.5073878455428438,0.817090395480226,0.7821229050279329,0.6776859504132231,0.7492625368731564,0.5757575757575758,0.57,0.7905857740585774,0.5728643216080402,0.8242677824267782,0.8208333333333333,339,100
0.4126010444484839,0.5041868680016288,0.8091101694915254,0.7821229050279329,0.6422018348623854,0.7551622418879056,0.6075949367088608,0.48,0.7910878661087866,0.5363128491620112,0.8702928870292888,0.8,339,100
0.40009840404620023,0.4975802675305798,0.818114406779661,0.7821229050279329,0.6454545454545455,0.7404129793510325,0.575,0.46,0.7933054393305439,0.5111111111111111,0.8577405857740585,0.7915057915057915,339,100
