train_loss,dev_loss,dev_auroc,dev_accuracy,dev_f1_score,test_accuracy,test_precision,test_recall,test_auroc,test_f1_score,test_specificity,test_npv,test_samples,test_positives
0.3432823837341627,0.529090166091919,0.8790521568961116,0.7905982905982906,0.6797385620915033,0.7952380952380952,0.5769230769230769,0.5882352941176471,0.8107658157602664,0.5825242718446602,0.8616352201257862,0.8670886075949367,210,51
0.33728445767010845,0.5208017230033875,0.879945545818089,0.7905982905982906,0.6838709677419355,0.7904761904761904,0.5660377358490566,0.5882352941176471,0.8227278332716734,0.5769230769230769,0.8553459119496856,0.8662420382165605,210,51
0.3561773970218598,0.49860554933547974,0.8799455458180889,0.7863247863247863,0.6710526315789473,0.7904761904761904,0.5686274509803921,0.5686274509803921,0.8251942286348501,0.5686274509803921,0.8616352201257862,0.8616352201257862,210,51
0.36474528417630336,0.47873568534851074,0.8790096145664936,0.8162393162393162,0.6950354609929078,0.8142857142857143,0.6363636363636364,0.5490196078431373,0.8287088420273769,0.5894736842105263,0.89937106918239,0.8614457831325302,210,51
0.3231253345448599,0.4789387881755829,0.8795201225219093,0.8162393162393162,0.7034482758620689,0.819047619047619,0.6382978723404256,0.5882352941176471,0.8330250339129363,0.6122448979591837,0.8930817610062893,0.8711656441717791,210,51
0.3237129213040354,0.510935366153717,0.878499106611078,0.7948717948717948,0.6883116883116883,0.8047619047619048,0.6,0.5882352941176471,0.821926254778641,0.594059405940594,0.8742138364779874,0.86875,210,51
0.3548701256849965,0.45912736654281616,0.8830511358802008,0.8290598290598291,0.7058823529411765,0.8047619047619048,0.6086956521739131,0.5490196078431373,0.8362930077691453,0.5773195876288659,0.8867924528301887,0.8597560975609756,210,51
0.3263589053606072,0.45617160201072693,0.8861567259423125,0.8247863247863247,0.7092198581560284,0.8142857142857143,0.6363636363636364,0.5490196078431373,0.8295720804044888,0.5894736842105263,0.89937106918239,0.8614457831325302,210,51
0.32195243777593696,0.4680274426937103,0.8859865566238407,0.7948717948717948,0.6666666666666666,0.8142857142857143,0.6304347826086957,0.5686274509803921,0.8293254408681712,0.5979381443298969,0.8930817610062893,0.8658536585365854,210,51
0.30667399243361254,0.4949949383735657,0.8824130009359312,0.7863247863247863,0.6794871794871795,0.8,0.5882352941176471,0.5882352941176471,0.8261191268960415,0.5882352941176471,0.8679245283018868,0.8679245283018868,210,51
0.33903170015419043,0.5035274028778076,0.8806262230919766,0.7991452991452992,0.6845637583892618,0.8,0.5918367346938775,0.5686274509803921,0.8208163768652115,0.58,0.8742138364779874,0.8633540372670807,210,51
0.3797138986549851,0.4539770483970642,0.884199778779886,0.8247863247863247,0.6917293233082706,0.8047619047619048,0.6190476190476191,0.5098039215686274,0.8255025280552473,0.5591397849462365,0.89937106918239,0.8511904761904762,210,51
0.37607024055033184,0.5508573651313782,0.8762869054709436,0.7735042735042735,0.6708074534161491,0.7904761904761904,0.5636363636363636,0.6078431372549019,0.8047848070045629,0.5849056603773585,0.8490566037735849,0.8709677419354839,210,51
0.3384527015094025,0.4606211185455322,0.8826257125840211,0.8162393162393162,0.6993006993006993,0.8142857142857143,0.6363636363636364,0.5490196078431373,0.8290788013318534,0.5894736842105263,0.89937106918239,0.8614457831325302,210,51
0.48750785511180456,0.6198905110359192,0.8675231855696418,0.7692307692307693,0.6823529411764706,0.780952380952381,0.5423728813559322,0.6274509803921569,0.7979405598717475,0.5818181818181818,0.8301886792452831,0.8741721854304636,210,51
0.2998635534777329,0.454013854265213,0.8835191015059984,0.811965811965812,0.6857142857142857,0.8095238095238095,0.6170212765957447,0.5686274509803921,0.8324700949562215,0.5918367346938775,0.8867924528301887,0.8650306748466258,210,51
